0,1,2,3
2F,D,B',U'
2F,D,B',F'
2F,D,B',R'
2F,D,B',L'
2F,D,B',B'
2F,D,B',D'
2F,D,B',2U
2F,D,B',2F
2F,D,B',2R
2F,D,B',2L
2F,D,B',2B
2F,D,B',2D
2F,D,B',2U'
2F,D,B',2F'
2F,D,B',2R'
2F,D,B',2L'
2F,D,B',2B'
2F,D,B',2D'
2F,D,D',U
2F,D,D',F
2F,D,D',R
2F,D,D',L
2F,D,D',B
2F,D,D',D
2F,D,D',U'
2F,D,D',F'
2F,D,D',R'
2F,D,D',L'
2F,D,D',B'
2F,D,D',D'
2F,D,D',2U
2F,D,D',2F
2F,D,D',2R
2F,D,D',2L
2F,D,D',2B
2F,D,D',2D
2F,D,D',2U'
2F,D,D',2F'
2F,D,D',2R'
2F,D,D',2L'
2F,D,D',2B'
2F,D,D',2D'
2F,D,2U,U
2F,D,2U,F
2F,D,2U,R
2F,D,2U,L
2F,D,2U,B
2F,D,2U,D
2F,D,2U,U'
2F,D,2U,F'
2F,D,2U,R'
2F,D,2U,L'
2F,D,2U,B'
2F,D,2U,D'
2F,D,2U,2U
2F,D,2U,2F
2F,D,2U,2R
2F,D,2U,2L
2F,D,2U,2B
2F,D,2U,2D
2F,D,2U,2U'
2F,D,2U,2F'
2F,D,2U,2R'
2F,D,2U,2L'
2F,D,2U,2B'
2F,D,2U,2D'
2F,D,2F,U
2F,D,2F,F
2F,D,2F,R
2F,D,2F,L
2F,D,2F,B
2F,D,2F,D
2F,D,2F,U'
2F,D,2F,F'
2F,D,2F,R'
2F,D,2F,L'
2F,D,2F,B'
2F,D,2F,D'
2F,D,2F,2U
2F,D,2F,2F
2F,D,2F,2R
2F,D,2F,2L
2F,D,2F,2B
2F,D,2F,2D
2F,D,2F,2U'
2F,D,2F,2F'
2F,D,2F,2R'
2F,D,2F,2L'
2F,D,2F,2B'
2F,D,2F,2D'
2F,D,2R,U
2F,D,2R,F
2F,D,2R,R
2F,D,2R,L
2F,D,2R,B
2F,D,2R,D
2F,D,2R,U'
2F,D,2R,F'
2F,D,2R,R'
2F,D,2R,L'
2F,D,2R,B'
2F,D,2R,D'
2F,D,2R,2U
2F,D,2R,2F
2F,D,2R,2R
2F,D,2R,2L
2F,D,2R,2B
2F,D,2R,2D
2F,D,2R,2U'
2F,D,2R,2F'
2F,D,2R,2R'
2F,D,2R,2L'
2F,D,2R,2B'
2F,D,2R,2D'
2F,D,2L,U
2F,D,2L,F
2F,D,2L,R
2F,D,2L,L
2F,D,2L,B
2F,D,2L,D
2F,D,2L,U'
2F,D,2L,F'
2F,D,2L,R'
2F,D,2L,L'
2F,D,2L,B'
2F,D,2L,D'
2F,D,2L,2U
2F,D,2L,2F
2F,D,2L,2R
2F,D,2L,2L
2F,D,2L,2B
2F,D,2L,2D
2F,D,2L,2U'
2F,D,2L,2F'
2F,D,2L,2R'
2F,D,2L,2L'
2F,D,2L,2B'
2F,D,2L,2D'
2F,D,2B,U
2F,D,2B,F
2F,D,2B,R
2F,D,2B,L
2F,D,2B,B
2F,D,2B,D
2F,D,2B,U'
2F,D,2B,F'
2F,D,2B,R'
2F,D,2B,L'
2F,D,2B,B'
2F,D,2B,D'
2F,D,2B,2U
2F,D,2B,2F
2F,D,2B,2R
2F,D,2B,2L
2F,D,2B,2B
2F,D,2B,2D
2F,D,2B,2U'
2F,D,2B,2F'
2F,D,2B,2R'
2F,D,2B,2L'
2F,D,2B,2B'
2F,D,2B,2D'
2F,D,2D,U
2F,D,2D,F
2F,D,2D,R
2F,D,2D,L
2F,D,2D,B
2F,D,2D,D
2F,D,2D,U'
2F,D,2D,F'
2F,D,2D,R'
2F,D,2D,L'
2F,D,2D,B'
2F,D,2D,D'
2F,D,2D,2U
2F,D,2D,2F
2F,D,2D,2R
2F,D,2D,2L
2F,D,2D,2B
2F,D,2D,2D
2F,D,2D,2U'
2F,D,2D,2F'
2F,D,2D,2R'
2F,D,2D,2L'
2F,D,2D,2B'
2F,D,2D,2D'
2F,D,2U',U
2F,D,2U',F
2F,D,2U',R
2F,D,2U',L
2F,D,2U',B
2F,D,2U',D
2F,D,2U',U'
2F,D,2U',F'
2F,D,2U',R'
2F,D,2U',L'
2F,D,2U',B'
2F,D,2U',D'
2F,D,2U',2U
2F,D,2U',2F
2F,D,2U',2R
2F,D,2U',2L
2F,D,2U',2B
2F,D,2U',2D
2F,D,2U',2U'
2F,D,2U',2F'
2F,D,2U',2R'
2F,D,2U',2L'
2F,D,2U',2B'
2F,D,2U',2D'
2F,D,2F',U
2F,D,2F',F
2F,D,2F',R
2F,D,2F',L
2F,D,2F',B
2F,D,2F',D
2F,D,2F',U'
2F,D,2F',F'
2F,D,2F',R'
2F,D,2F',L'
2F,D,2F',B'
2F,D,2F',D'
2F,D,2F',2U
2F,D,2F',2F
2F,D,2F',2R
2F,D,2F',2L
2F,D,2F',2B
2F,D,2F',2D
2F,D,2F',2U'
2F,D,2F',2F'
2F,D,2F',2R'
2F,D,2F',2L'
2F,D,2F',2B'
2F,D,2F',2D'
2F,D,2R',U
2F,D,2R',F
2F,D,2R',R
2F,D,2R',L
2F,D,2R',B
2F,D,2R',D
2F,D,2R',U'
2F,D,2R',F'
2F,D,2R',R'
2F,D,2R',L'
2F,D,2R',B'
2F,D,2R',D'
2F,D,2R',2U
2F,D,2R',2F
2F,D,2R',2R
2F,D,2R',2L
2F,D,2R',2B
2F,D,2R',2D
2F,D,2R',2U'
2F,D,2R',2F'
2F,D,2R',2R'
2F,D,2R',2L'
2F,D,2R',2B'
2F,D,2R',2D'
2F,D,2L',U
2F,D,2L',F
2F,D,2L',R
2F,D,2L',L
2F,D,2L',B
2F,D,2L',D
2F,D,2L',U'
2F,D,2L',F'
2F,D,2L',R'
2F,D,2L',L'
2F,D,2L',B'
2F,D,2L',D'
2F,D,2L',2U
2F,D,2L',2F
2F,D,2L',2R
2F,D,2L',2L
2F,D,2L',2B
2F,D,2L',2D
2F,D,2L',2U'
2F,D,2L',2F'
2F,D,2L',2R'
2F,D,2L',2L'
2F,D,2L',2B'
2F,D,2L',2D'
2F,D,2B',U
2F,D,2B',F
2F,D,2B',R
2F,D,2B',L
2F,D,2B',B
2F,D,2B',D
2F,D,2B',U'
2F,D,2B',F'
2F,D,2B',R'
2F,D,2B',L'
2F,D,2B',B'
2F,D,2B',D'
2F,D,2B',2U
2F,D,2B',2F
2F,D,2B',2R
2F,D,2B',2L
2F,D,2B',2B
2F,D,2B',2D
2F,D,2B',2U'
2F,D,2B',2F'
2F,D,2B',2R'
2F,D,2B',2L'
2F,D,2B',2B'
2F,D,2B',2D'
2F,D,2D',U
2F,D,2D',F
2F,D,2D',R
2F,D,2D',L
2F,D,2D',B
2F,D,2D',D
2F,D,2D',U'
2F,D,2D',F'
2F,D,2D',R'
2F,D,2D',L'
2F,D,2D',B'
2F,D,2D',D'
2F,D,2D',2U
2F,D,2D',2F
2F,D,2D',2R
2F,D,2D',2L
2F,D,2D',2B
2F,D,2D',2D
2F,D,2D',2U'
2F,D,2D',2F'
2F,D,2D',2R'
2F,D,2D',2L'
2F,D,2D',2B'
2F,D,2D',2D'
2F,U',U,U
2F,U',U,F
2F,U',U,R
2F,U',U,L
2F,U',U,B
2F,U',U,D
2F,U',U,U'
2F,U',U,F'
2F,U',U,R'
2F,U',U,L'
2F,U',U,B'
2F,U',U,D'
2F,U',U,2U
2F,U',U,2F
2F,U',U,2R
2F,U',U,2L
2F,U',U,2B
2F,U',U,2D
2F,U',U,2U'
2F,U',U,2F'
2F,U',U,2R'
2F,U',U,2L'
2F,U',U,2B'
2F,U',U,2D'
2F,U',F,U
2F,U',F,F
2F,U',F,R
2F,U',F,L
2F,U',F,B
2F,U',F,D
2F,U',F,U'
2F,U',F,F'
2F,U',F,R'
2F,U',F,L'
2F,U',F,B'
2F,U',F,D'
2F,U',F,2U
2F,U',F,2F
2F,U',F,2R
2F,U',F,2L
2F,U',F,2B
2F,U',F,2D
2F,U',F,2U'
2F,U',F,2F'
2F,U',F,2R'
2F,U',F,2L'
2F,U',F,2B'
2F,U',F,2D'
2F,U',R,U
2F,U',R,F
2F,U',R,R
2F,U',R,L
2F,U',R,B
2F,U',R,D
2F,U',R,U'
2F,U',R,F'
2F,U',R,R'
2F,U',R,L'
2F,U',R,B'
2F,U',R,D'
2F,U',R,2U
2F,U',R,2F
2F,U',R,2R
2F,U',R,2L
2F,U',R,2B
2F,U',R,2D
2F,U',R,2U'
2F,U',R,2F'
2F,U',R,2R'
2F,U',R,2L'
2F,U',R,2B'
2F,U',R,2D'
2F,U',L,U
2F,U',L,F
2F,U',L,R
2F,U',L,L
2F,U',L,B
2F,U',L,D
2F,U',L,U'
2F,U',L,F'
2F,U',L,R'
2F,U',L,L'
2F,U',L,B'
2F,U',L,D'
2F,U',L,2U
2F,U',L,2F
2F,U',L,2R
2F,U',L,2L
2F,U',L,2B
2F,U',L,2D
2F,U',L,2U'
2F,U',L,2F'
2F,U',L,2R'
2F,U',L,2L'
2F,U',L,2B'
2F,U',L,2D'
2F,U',B,U
2F,U',B,F
2F,U',B,R
2F,U',B,L
2F,U',B,B
2F,U',B,D
2F,U',B,U'
2F,U',B,F'
2F,U',B,R'
2F,U',B,L'
2F,U',B,B'
2F,U',B,D'
2F,U',B,2U
2F,U',B,2F
2F,U',B,2R
2F,U',B,2L
2F,U',B,2B
2F,U',B,2D
2F,U',B,2U'
2F,U',B,2F'
2F,U',B,2R'
2F,U',B,2L'
2F,U',B,2B'
2F,U',B,2D'
2F,U',D,U
2F,U',D,F
2F,U',D,R
2F,U',D,L
2F,U',D,B
2F,U',D,D
2F,U',D,U'
2F,U',D,F'
2F,U',D,R'
2F,U',D,L'
2F,U',D,B'
2F,U',D,D'
2F,U',D,2U
2F,U',D,2F
2F,U',D,2R
2F,U',D,2L
2F,U',D,2B
2F,U',D,2D
2F,U',D,2U'
2F,U',D,2F'
2F,U',D,2R'
2F,U',D,2L'
2F,U',D,2B'
2F,U',D,2D'
2F,U',U',U
2F,U',U',F
2F,U',U',R
2F,U',U',L
2F,U',U',B
2F,U',U',D
2F,U',U',U'
2F,U',U',F'
2F,U',U',R'
2F,U',U',L'
2F,U',U',B'
2F,U',U',D'
2F,U',U',2U
2F,U',U',2F
2F,U',U',2R
2F,U',U',2L
2F,U',U',2B
2F,U',U',2D
2F,U',U',2U'
2F,U',U',2F'
2F,U',U',2R'
2F,U',U',2L'
2F,U',U',2B'
2F,U',U',2D'
2F,U',F',U
2F,U',F',F
2F,U',F',R
2F,U',F',L
2F,U',F',B
2F,U',F',D
2F,U',F',U'
2F,U',F',F'
2F,U',F',R'
2F,U',F',L'
2F,U',F',B'
2F,U',F',D'
2F,U',F',2U
2F,U',F',2F
2F,U',F',2R
2F,U',F',2L
2F,U',F',2B
2F,U',F',2D
2F,U',F',2U'
2F,U',F',2F'
2F,U',F',2R'
2F,U',F',2L'
2F,U',F',2B'
2F,U',F',2D'
2F,U',R',U
2F,U',R',F
2F,U',R',R
2F,U',R',L
2F,U',R',B
2F,U',R',D
2F,U',R',U'
2F,U',R',F'
2F,U',R',R'
2F,U',R',L'
2F,U',R',B'
2F,U',R',D'
2F,U',R',2U
2F,U',R',2F
2F,U',R',2R
2F,U',R',2L
2F,U',R',2B
2F,U',R',2D
2F,U',R',2U'
2F,U',R',2F'
2F,U',R',2R'
2F,U',R',2L'
2F,U',R',2B'
2F,U',R',2D'
2F,U',L',U
2F,U',L',F
2F,U',L',R
2F,U',L',L
2F,U',L',B
2F,U',L',D
2F,U',L',U'
2F,U',L',F'
2F,U',L',R'
2F,U',L',L'
2F,U',L',B'
2F,U',L',D'
2F,U',L',2U
2F,U',L',2F
2F,U',L',2R
2F,U',L',2L
2F,U',L',2B
2F,U',L',2D
2F,U',L',2U'
2F,U',L',2F'
2F,U',L',2R'
2F,U',L',2L'
2F,U',L',2B'
2F,U',L',2D'
2F,U',B',U
2F,U',B',F
2F,U',B',R
2F,U',B',L
2F,U',B',B
2F,U',B',D
2F,U',B',U'
2F,U',B',F'
2F,U',B',R'
2F,U',B',L'
2F,U',B',B'
2F,U',B',D'
2F,U',B',2U
2F,U',B',2F
2F,U',B',2R
2F,U',B',2L
2F,U',B',2B
2F,U',B',2D
2F,U',B',2U'
2F,U',B',2F'
2F,U',B',2R'
2F,U',B',2L'
2F,U',B',2B'
2F,U',B',2D'
2F,U',D',U
2F,U',D',F
2F,U',D',R
2F,U',D',L
2F,U',D',B
2F,U',D',D
2F,U',D',U'
2F,U',D',F'
2F,U',D',R'
2F,U',D',L'
2F,U',D',B'
2F,U',D',D'
2F,U',D',2U
2F,U',D',2F
2F,U',D',2R
2F,U',D',2L
2F,U',D',2B
2F,U',D',2D
2F,U',D',2U'
2F,U',D',2F'
2F,U',D',2R'
2F,U',D',2L'
2F,U',D',2B'
2F,U',D',2D'
2F,U',2U,U
2F,U',2U,F
2F,U',2U,R
2F,U',2U,L
2F,U',2U,B
2F,U',2U,D
2F,U',2U,U'
2F,U',2U,F'
2F,U',2U,R'
2F,U',2U,L'
2F,U',2U,B'
2F,U',2U,D'
2F,U',2U,2U
2F,U',2U,2F
2F,U',2U,2R
2F,U',2U,2L
2F,U',2U,2B
2F,U',2U,2D
2F,U',2U,2U'
2F,U',2U,2F'
2F,U',2U,2R'
2F,U',2U,2L'
2F,U',2U,2B'
2F,U',2U,2D'
2F,U',2F,U
2F,U',2F,F
2F,U',2F,R
2F,U',2F,L
2F,U',2F,B
2F,U',2F,D
2F,U',2F,U'
2F,U',2F,F'
2F,U',2F,R'
2F,U',2F,L'
2F,U',2F,B'
2F,U',2F,D'
2F,U',2F,2U
2F,U',2F,2F
2F,U',2F,2R
2F,U',2F,2L
2F,U',2F,2B
2F,U',2F,2D
2F,U',2F,2U'
2F,U',2F,2F'
2F,U',2F,2R'
2F,U',2F,2L'
2F,U',2F,2B'
2F,U',2F,2D'
2F,U',2R,U
2F,U',2R,F
2F,U',2R,R
2F,U',2R,L
2F,U',2R,B
2F,U',2R,D
2F,U',2R,U'
2F,U',2R,F'
2F,U',2R,R'
2F,U',2R,L'
2F,U',2R,B'
2F,U',2R,D'
2F,U',2R,2U
2F,U',2R,2F
2F,U',2R,2R
2F,U',2R,2L
2F,U',2R,2B
2F,U',2R,2D
2F,U',2R,2U'
2F,U',2R,2F'
2F,U',2R,2R'
2F,U',2R,2L'
2F,U',2R,2B'
2F,U',2R,2D'
2F,U',2L,U
2F,U',2L,F
2F,U',2L,R
2F,U',2L,L
2F,U',2L,B
2F,U',2L,D
2F,U',2L,U'
2F,U',2L,F'
2F,U',2L,R'
2F,U',2L,L'
2F,U',2L,B'
2F,U',2L,D'
2F,U',2L,2U
2F,U',2L,2F
2F,U',2L,2R
2F,U',2L,2L
2F,U',2L,2B
2F,U',2L,2D
2F,U',2L,2U'
2F,U',2L,2F'
2F,U',2L,2R'
2F,U',2L,2L'
2F,U',2L,2B'
2F,U',2L,2D'
2F,U',2B,U
2F,U',2B,F
2F,U',2B,R
2F,U',2B,L
2F,U',2B,B
2F,U',2B,D
2F,U',2B,U'
2F,U',2B,F'
2F,U',2B,R'
2F,U',2B,L'
2F,U',2B,B'
2F,U',2B,D'
2F,U',2B,2U
2F,U',2B,2F
2F,U',2B,2R
2F,U',2B,2L
2F,U',2B,2B
2F,U',2B,2D
2F,U',2B,2U'
2F,U',2B,2F'
2F,U',2B,2R'
2F,U',2B,2L'
2F,U',2B,2B'
2F,U',2B,2D'
2F,U',2D,U
2F,U',2D,F
2F,U',2D,R
2F,U',2D,L
2F,U',2D,B
2F,U',2D,D
2F,U',2D,U'
2F,U',2D,F'
2F,U',2D,R'
2F,U',2D,L'
2F,U',2D,B'
2F,U',2D,D'
2F,U',2D,2U
2F,U',2D,2F
2F,U',2D,2R
2F,U',2D,2L
2F,U',2D,2B
2F,U',2D,2D
2F,U',2D,2U'
2F,U',2D,2F'
2F,U',2D,2R'
2F,U',2D,2L'
2F,U',2D,2B'
2F,U',2D,2D'
2F,U',2U',U
2F,U',2U',F
2F,U',2U',R
2F,U',2U',L
2F,U',2U',B
2F,U',2U',D
2F,U',2U',U'
2F,U',2U',F'
2F,U',2U',R'
2F,U',2U',L'
2F,U',2U',B'
2F,U',2U',D'
2F,U',2U',2U
2F,U',2U',2F
2F,U',2U',2R
2F,U',2U',2L
2F,U',2U',2B
2F,U',2U',2D
2F,U',2U',2U'
2F,U',2U',2F'
2F,U',2U',2R'
2F,U',2U',2L'
2F,U',2U',2B'
2F,U',2U',2D'
2F,U',2F',U
2F,U',2F',F
2F,U',2F',R
2F,U',2F',L
2F,U',2F',B
2F,U',2F',D
2F,U',2F',U'
2F,U',2F',F'
2F,U',2F',R'
2F,U',2F',L'
2F,U',2F',B'
2F,U',2F',D'
2F,U',2F',2U
2F,U',2F',2F
2F,U',2F',2R
2F,U',2F',2L
2F,U',2F',2B
2F,U',2F',2D
2F,U',2F',2U'
2F,U',2F',2F'
2F,U',2F',2R'
2F,U',2F',2L'
2F,U',2F',2B'
2F,U',2F',2D'
2F,U',2R',U
2F,U',2R',F
2F,U',2R',R
2F,U',2R',L
2F,U',2R',B
2F,U',2R',D
2F,U',2R',U'
2F,U',2R',F'
2F,U',2R',R'
2F,U',2R',L'
2F,U',2R',B'
2F,U',2R',D'
2F,U',2R',2U
2F,U',2R',2F
2F,U',2R',2R
2F,U',2R',2L
2F,U',2R',2B
2F,U',2R',2D
2F,U',2R',2U'
2F,U',2R',2F'
2F,U',2R',2R'
2F,U',2R',2L'
2F,U',2R',2B'
2F,U',2R',2D'
2F,U',2L',U
2F,U',2L',F
2F,U',2L',R
2F,U',2L',L
2F,U',2L',B
2F,U',2L',D
2F,U',2L',U'
2F,U',2L',F'
2F,U',2L',R'
2F,U',2L',L'
2F,U',2L',B'
2F,U',2L',D'
2F,U',2L',2U
2F,U',2L',2F
2F,U',2L',2R
2F,U',2L',2L
2F,U',2L',2B
2F,U',2L',2D
2F,U',2L',2U'
2F,U',2L',2F'
2F,U',2L',2R'
2F,U',2L',2L'
2F,U',2L',2B'
2F,U',2L',2D'
2F,U',2B',U
2F,U',2B',F
2F,U',2B',R
2F,U',2B',L
2F,U',2B',B
2F,U',2B',D
2F,U',2B',U'
2F,U',2B',F'
2F,U',2B',R'
2F,U',2B',L'
2F,U',2B',B'
2F,U',2B',D'
2F,U',2B',2U
2F,U',2B',2F
2F,U',2B',2R
2F,U',2B',2L
2F,U',2B',2B
2F,U',2B',2D
2F,U',2B',2U'
2F,U',2B',2F'
2F,U',2B',2R'
2F,U',2B',2L'
2F,U',2B',2B'
2F,U',2B',2D'
2F,U',2D',U
2F,U',2D',F
2F,U',2D',R
2F,U',2D',L
2F,U',2D',B
2F,U',2D',D
2F,U',2D',U'
2F,U',2D',F'
2F,U',2D',R'
2F,U',2D',L'
2F,U',2D',B'
2F,U',2D',D'
2F,U',2D',2U
2F,U',2D',2F
2F,U',2D',2R
2F,U',2D',2L
2F,U',2D',2B
2F,U',2D',2D
2F,U',2D',2U'
2F,U',2D',2F'
2F,U',2D',2R'
2F,U',2D',2L'
2F,U',2D',2B'
2F,U',2D',2D'
2F,F',U,U
2F,F',U,F
2F,F',U,R
2F,F',U,L
2F,F',U,B
2F,F',U,D
2F,F',U,U'
2F,F',U,F'
2F,F',U,R'
2F,F',U,L'
2F,F',U,B'
2F,F',U,D'
2F,F',U,2U
2F,F',U,2F
2F,F',U,2R
2F,F',U,2L
2F,F',U,2B
2F,F',U,2D
2F,F',U,2U'
2F,F',U,2F'
2F,F',U,2R'
2F,F',U,2L'
2F,F',U,2B'
2F,F',U,2D'
2F,F',F,U
2F,F',F,F
2F,F',F,R
2F,F',F,L
2F,F',F,B
2F,F',F,D
2F,F',F,U'
2F,F',F,F'
2F,F',F,R'
2F,F',F,L'
2F,F',F,B'
2F,F',F,D'
2F,F',F,2U
2F,F',F,2F
2F,F',F,2R
2F,F',F,2L
2F,F',F,2B
2F,F',F,2D
2F,F',F,2U'
2F,F',F,2F'
2F,F',F,2R'
2F,F',F,2L'
2F,F',F,2B'
2F,F',F,2D'
2F,F',R,U
2F,F',R,F
2F,F',R,R
2F,F',R,L
2F,F',R,B
2F,F',R,D
2F,F',R,U'
2F,F',R,F'
2F,F',R,R'
2F,F',R,L'
2F,F',R,B'
2F,F',R,D'
2F,F',R,2U
2F,F',R,2F
2F,F',R,2R
2F,F',R,2L
2F,F',R,2B
2F,F',R,2D
2F,F',R,2U'
2F,F',R,2F'
2F,F',R,2R'
2F,F',R,2L'
2F,F',R,2B'
2F,F',R,2D'
2F,F',L,U
2F,F',L,F
2F,F',L,R
2F,F',L,L
2F,F',L,B
2F,F',L,D
2F,F',L,U'
2F,F',L,F'
2F,F',L,R'
2F,F',L,L'
2F,F',L,B'
2F,F',L,D'
2F,F',L,2U
2F,F',L,2F
2F,F',L,2R
2F,F',L,2L
2F,F',L,2B
2F,F',L,2D
2F,F',L,2U'
2F,F',L,2F'
2F,F',L,2R'
2F,F',L,2L'
2F,F',L,2B'
2F,F',L,2D'
2F,F',B,U
2F,F',B,F
2F,F',B,R
2F,F',B,L
2F,F',B,B
2F,F',B,D
2F,F',B,U'
2F,F',B,F'
2F,F',B,R'
2F,F',B,L'
2F,F',B,B'
2F,F',B,D'
2F,F',B,2U
2F,F',B,2F
2F,F',B,2R
2F,F',B,2L
2F,F',B,2B
2F,F',B,2D
2F,F',B,2U'
2F,F',B,2F'
2F,F',B,2R'
2F,F',B,2L'
2F,F',B,2B'
2F,F',B,2D'
2F,F',D,U
2F,F',D,F
2F,F',D,R
2F,F',D,L
2F,F',D,B
2F,F',D,D
2F,F',D,U'
2F,F',D,F'
2F,F',D,R'
2F,F',D,L'
2F,F',D,B'
2F,F',D,D'
2F,F',D,2U
2F,F',D,2F
2F,F',D,2R
2F,F',D,2L
2F,F',D,2B
2F,F',D,2D
2F,F',D,2U'
2F,F',D,2F'
2F,F',D,2R'
2F,F',D,2L'
2F,F',D,2B'
2F,F',D,2D'
2F,F',U',U
2F,F',U',F
2F,F',U',R
2F,F',U',L
2F,F',U',B
2F,F',U',D
2F,F',U',U'
2F,F',U',F'
2F,F',U',R'
2F,F',U',L'
2F,F',U',B'
2F,F',U',D'
2F,F',U',2U
2F,F',U',2F
2F,F',U',2R
2F,F',U',2L
2F,F',U',2B
2F,F',U',2D
2F,F',U',2U'
2F,F',U',2F'
2F,F',U',2R'
2F,F',U',2L'
2F,F',U',2B'
2F,F',U',2D'
2F,F',F',U
2F,F',F',F
2F,F',F',R
2F,F',F',L
2F,F',F',B
2F,F',F',D
2F,F',F',U'
2F,F',F',F'
2F,F',F',R'
2F,F',F',L'
2F,F',F',B'
2F,F',F',D'
2F,F',F',2U
2F,F',F',2F
2F,F',F',2R
2F,F',F',2L
2F,F',F',2B
2F,F',F',2D
2F,F',F',2U'
2F,F',F',2F'
2F,F',F',2R'
2F,F',F',2L'
2F,F',F',2B'
2F,F',F',2D'
2F,F',R',U
2F,F',R',F
2F,F',R',R
2F,F',R',L
2F,F',R',B
2F,F',R',D
2F,F',R',U'
2F,F',R',F'
2F,F',R',R'
2F,F',R',L'
2F,F',R',B'
2F,F',R',D'
2F,F',R',2U
2F,F',R',2F
2F,F',R',2R
2F,F',R',2L
2F,F',R',2B
2F,F',R',2D
2F,F',R',2U'
2F,F',R',2F'
2F,F',R',2R'
2F,F',R',2L'
2F,F',R',2B'
2F,F',R',2D'
2F,F',L',U
2F,F',L',F
2F,F',L',R
2F,F',L',L
2F,F',L',B
2F,F',L',D
2F,F',L',U'
2F,F',L',F'
2F,F',L',R'
2F,F',L',L'
2F,F',L',B'
2F,F',L',D'
2F,F',L',2U
2F,F',L',2F
2F,F',L',2R
2F,F',L',2L
2F,F',L',2B
2F,F',L',2D
2F,F',L',2U'
2F,F',L',2F'
2F,F',L',2R'
2F,F',L',2L'
2F,F',L',2B'
2F,F',L',2D'
2F,F',B',U
2F,F',B',F
2F,F',B',R
2F,F',B',L
2F,F',B',B
2F,F',B',D
2F,F',B',U'
2F,F',B',F'
2F,F',B',R'
2F,F',B',L'
2F,F',B',B'
2F,F',B',D'
2F,F',B',2U
2F,F',B',2F
2F,F',B',2R
2F,F',B',2L
2F,F',B',2B
2F,F',B',2D
2F,F',B',2U'
2F,F',B',2F'
2F,F',B',2R'
2F,F',B',2L'
2F,F',B',2B'
2F,F',B',2D'
2F,F',D',U
2F,F',D',F
2F,F',D',R
2F,F',D',L
2F,F',D',B
2F,F',D',D
2F,F',D',U'
2F,F',D',F'
2F,F',D',R'
2F,F',D',L'
2F,F',D',B'
2F,F',D',D'
2F,F',D',2U
2F,F',D',2F
2F,F',D',2R
2F,F',D',2L
2F,F',D',2B
2F,F',D',2D
2F,F',D',2U'
2F,F',D',2F'
2F,F',D',2R'
2F,F',D',2L'
2F,F',D',2B'
2F,F',D',2D'
2F,F',2U,U
2F,F',2U,F
2F,F',2U,R
2F,F',2U,L
2F,F',2U,B
2F,F',2U,D
2F,F',2U,U'
2F,F',2U,F'
2F,F',2U,R'
2F,F',2U,L'
2F,F',2U,B'
2F,F',2U,D'
2F,F',2U,2U
2F,F',2U,2F
2F,F',2U,2R
2F,F',2U,2L
2F,F',2U,2B
2F,F',2U,2D
2F,F',2U,2U'
2F,F',2U,2F'
2F,F',2U,2R'
2F,F',2U,2L'
2F,F',2U,2B'
2F,F',2U,2D'
2F,F',2F,U
2F,F',2F,F
2F,F',2F,R
2F,F',2F,L
2F,F',2F,B
2F,F',2F,D
2F,F',2F,U'
2F,F',2F,F'
2F,F',2F,R'
2F,F',2F,L'
2F,F',2F,B'
2F,F',2F,D'
2F,F',2F,2U
2F,F',2F,2F
2F,F',2F,2R
2F,F',2F,2L
2F,F',2F,2B
2F,F',2F,2D
2F,F',2F,2U'
2F,F',2F,2F'
2F,F',2F,2R'
2F,F',2F,2L'
2F,F',2F,2B'
2F,F',2F,2D'
2F,F',2R,U
2F,F',2R,F
2F,F',2R,R
2F,F',2R,L
2F,F',2R,B
2F,F',2R,D
2F,F',2R,U'
2F,F',2R,F'
2F,F',2R,R'
2F,F',2R,L'
2F,F',2R,B'
2F,F',2R,D'
2F,F',2R,2U
2F,F',2R,2F
2F,F',2R,2R
2F,F',2R,2L
2F,F',2R,2B
2F,F',2R,2D
2F,F',2R,2U'
2F,F',2R,2F'
2F,F',2R,2R'
2F,F',2R,2L'
2F,F',2R,2B'
2F,F',2R,2D'
2F,F',2L,U
2F,F',2L,F
2F,F',2L,R
2F,F',2L,L
2F,F',2L,B
2F,F',2L,D
2F,F',2L,U'
2F,F',2L,F'
2F,F',2L,R'
2F,F',2L,L'
2F,F',2L,B'
2F,F',2L,D'
2F,F',2L,2U
2F,F',2L,2F
2F,F',2L,2R
2F,F',2L,2L
2F,F',2L,2B
2F,F',2L,2D
2F,F',2L,2U'
2F,F',2L,2F'
2F,F',2L,2R'
2F,F',2L,2L'
2F,F',2L,2B'
2F,F',2L,2D'
2F,F',2B,U
2F,F',2B,F
2F,F',2B,R
2F,F',2B,L
2F,F',2B,B
2F,F',2B,D
2F,F',2B,U'
2F,F',2B,F'
2F,F',2B,R'
2F,F',2B,L'
2F,F',2B,B'
2F,F',2B,D'
2F,F',2B,2U
2F,F',2B,2F
2F,F',2B,2R
2F,F',2B,2L
2F,F',2B,2B
2F,F',2B,2D
2F,F',2B,2U'
2F,F',2B,2F'
2F,F',2B,2R'
2F,F',2B,2L'
2F,F',2B,2B'
2F,F',2B,2D'
2F,F',2D,U
2F,F',2D,F
2F,F',2D,R
2F,F',2D,L
2F,F',2D,B
2F,F',2D,D
2F,F',2D,U'
2F,F',2D,F'
2F,F',2D,R'
2F,F',2D,L'
2F,F',2D,B'
2F,F',2D,D'
2F,F',2D,2U
2F,F',2D,2F
