0,1,2,3
F,2R',2U',U'
F,2R',2U',F'
F,2R',2U',R'
F,2R',2U',L'
F,2R',2U',B'
F,2R',2U',D'
F,2R',2U',2U
F,2R',2U',2F
F,2R',2U',2R
F,2R',2U',2L
F,2R',2U',2B
F,2R',2U',2D
F,2R',2U',2U'
F,2R',2U',2F'
F,2R',2U',2R'
F,2R',2U',2L'
F,2R',2U',2B'
F,2R',2U',2D'
F,2R',2F',U
F,2R',2F',F
F,2R',2F',R
F,2R',2F',L
F,2R',2F',B
F,2R',2F',D
F,2R',2F',U'
F,2R',2F',F'
F,2R',2F',R'
F,2R',2F',L'
F,2R',2F',B'
F,2R',2F',D'
F,2R',2F',2U
F,2R',2F',2F
F,2R',2F',2R
F,2R',2F',2L
F,2R',2F',2B
F,2R',2F',2D
F,2R',2F',2U'
F,2R',2F',2F'
F,2R',2F',2R'
F,2R',2F',2L'
F,2R',2F',2B'
F,2R',2F',2D'
F,2R',2R',U
F,2R',2R',F
F,2R',2R',R
F,2R',2R',L
F,2R',2R',B
F,2R',2R',D
F,2R',2R',U'
F,2R',2R',F'
F,2R',2R',R'
F,2R',2R',L'
F,2R',2R',B'
F,2R',2R',D'
F,2R',2R',2U
F,2R',2R',2F
F,2R',2R',2R
F,2R',2R',2L
F,2R',2R',2B
F,2R',2R',2D
F,2R',2R',2U'
F,2R',2R',2F'
F,2R',2R',2R'
F,2R',2R',2L'
F,2R',2R',2B'
F,2R',2R',2D'
F,2R',2L',U
F,2R',2L',F
F,2R',2L',R
F,2R',2L',L
F,2R',2L',B
F,2R',2L',D
F,2R',2L',U'
F,2R',2L',F'
F,2R',2L',R'
F,2R',2L',L'
F,2R',2L',B'
F,2R',2L',D'
F,2R',2L',2U
F,2R',2L',2F
F,2R',2L',2R
F,2R',2L',2L
F,2R',2L',2B
F,2R',2L',2D
F,2R',2L',2U'
F,2R',2L',2F'
F,2R',2L',2R'
F,2R',2L',2L'
F,2R',2L',2B'
F,2R',2L',2D'
F,2R',2B',U
F,2R',2B',F
F,2R',2B',R
F,2R',2B',L
F,2R',2B',B
F,2R',2B',D
F,2R',2B',U'
F,2R',2B',F'
F,2R',2B',R'
F,2R',2B',L'
F,2R',2B',B'
F,2R',2B',D'
F,2R',2B',2U
F,2R',2B',2F
F,2R',2B',2R
F,2R',2B',2L
F,2R',2B',2B
F,2R',2B',2D
F,2R',2B',2U'
F,2R',2B',2F'
F,2R',2B',2R'
F,2R',2B',2L'
F,2R',2B',2B'
F,2R',2B',2D'
F,2R',2D',U
F,2R',2D',F
F,2R',2D',R
F,2R',2D',L
F,2R',2D',B
F,2R',2D',D
F,2R',2D',U'
F,2R',2D',F'
F,2R',2D',R'
F,2R',2D',L'
F,2R',2D',B'
F,2R',2D',D'
F,2R',2D',2U
F,2R',2D',2F
F,2R',2D',2R
F,2R',2D',2L
F,2R',2D',2B
F,2R',2D',2D
F,2R',2D',2U'
F,2R',2D',2F'
F,2R',2D',2R'
F,2R',2D',2L'
F,2R',2D',2B'
F,2R',2D',2D'
F,2L',U,U
F,2L',U,F
F,2L',U,R
F,2L',U,L
F,2L',U,B
F,2L',U,D
F,2L',U,U'
F,2L',U,F'
F,2L',U,R'
F,2L',U,L'
F,2L',U,B'
F,2L',U,D'
F,2L',U,2U
F,2L',U,2F
F,2L',U,2R
F,2L',U,2L
F,2L',U,2B
F,2L',U,2D
F,2L',U,2U'
F,2L',U,2F'
F,2L',U,2R'
F,2L',U,2L'
F,2L',U,2B'
F,2L',U,2D'
F,2L',F,U
F,2L',F,F
F,2L',F,R
F,2L',F,L
F,2L',F,B
F,2L',F,D
F,2L',F,U'
F,2L',F,F'
F,2L',F,R'
F,2L',F,L'
F,2L',F,B'
F,2L',F,D'
F,2L',F,2U
F,2L',F,2F
F,2L',F,2R
F,2L',F,2L
F,2L',F,2B
F,2L',F,2D
F,2L',F,2U'
F,2L',F,2F'
F,2L',F,2R'
F,2L',F,2L'
F,2L',F,2B'
F,2L',F,2D'
F,2L',R,U
F,2L',R,F
F,2L',R,R
F,2L',R,L
F,2L',R,B
F,2L',R,D
F,2L',R,U'
F,2L',R,F'
F,2L',R,R'
F,2L',R,L'
F,2L',R,B'
F,2L',R,D'
F,2L',R,2U
F,2L',R,2F
F,2L',R,2R
F,2L',R,2L
F,2L',R,2B
F,2L',R,2D
F,2L',R,2U'
F,2L',R,2F'
F,2L',R,2R'
F,2L',R,2L'
F,2L',R,2B'
F,2L',R,2D'
F,2L',L,U
F,2L',L,F
F,2L',L,R
F,2L',L,L
F,2L',L,B
F,2L',L,D
F,2L',L,U'
F,2L',L,F'
F,2L',L,R'
F,2L',L,L'
F,2L',L,B'
F,2L',L,D'
F,2L',L,2U
F,2L',L,2F
F,2L',L,2R
F,2L',L,2L
F,2L',L,2B
F,2L',L,2D
F,2L',L,2U'
F,2L',L,2F'
F,2L',L,2R'
F,2L',L,2L'
F,2L',L,2B'
F,2L',L,2D'
F,2L',B,U
F,2L',B,F
F,2L',B,R
F,2L',B,L
F,2L',B,B
F,2L',B,D
F,2L',B,U'
F,2L',B,F'
F,2L',B,R'
F,2L',B,L'
F,2L',B,B'
F,2L',B,D'
F,2L',B,2U
F,2L',B,2F
F,2L',B,2R
F,2L',B,2L
F,2L',B,2B
F,2L',B,2D
F,2L',B,2U'
F,2L',B,2F'
F,2L',B,2R'
F,2L',B,2L'
F,2L',B,2B'
F,2L',B,2D'
F,2L',D,U
F,2L',D,F
F,2L',D,R
F,2L',D,L
F,2L',D,B
F,2L',D,D
F,2L',D,U'
F,2L',D,F'
F,2L',D,R'
F,2L',D,L'
F,2L',D,B'
F,2L',D,D'
F,2L',D,2U
F,2L',D,2F
F,2L',D,2R
F,2L',D,2L
F,2L',D,2B
F,2L',D,2D
F,2L',D,2U'
F,2L',D,2F'
F,2L',D,2R'
F,2L',D,2L'
F,2L',D,2B'
F,2L',D,2D'
F,2L',U',U
F,2L',U',F
F,2L',U',R
F,2L',U',L
F,2L',U',B
F,2L',U',D
F,2L',U',U'
F,2L',U',F'
F,2L',U',R'
F,2L',U',L'
F,2L',U',B'
F,2L',U',D'
F,2L',U',2U
F,2L',U',2F
F,2L',U',2R
F,2L',U',2L
F,2L',U',2B
F,2L',U',2D
F,2L',U',2U'
F,2L',U',2F'
F,2L',U',2R'
F,2L',U',2L'
F,2L',U',2B'
F,2L',U',2D'
F,2L',F',U
F,2L',F',F
F,2L',F',R
F,2L',F',L
F,2L',F',B
F,2L',F',D
F,2L',F',U'
F,2L',F',F'
F,2L',F',R'
F,2L',F',L'
F,2L',F',B'
F,2L',F',D'
F,2L',F',2U
F,2L',F',2F
F,2L',F',2R
F,2L',F',2L
F,2L',F',2B
F,2L',F',2D
F,2L',F',2U'
F,2L',F',2F'
F,2L',F',2R'
F,2L',F',2L'
F,2L',F',2B'
F,2L',F',2D'
F,2L',R',U
F,2L',R',F
F,2L',R',R
F,2L',R',L
F,2L',R',B
F,2L',R',D
F,2L',R',U'
F,2L',R',F'
F,2L',R',R'
F,2L',R',L'
F,2L',R',B'
F,2L',R',D'
F,2L',R',2U
F,2L',R',2F
F,2L',R',2R
F,2L',R',2L
F,2L',R',2B
F,2L',R',2D
F,2L',R',2U'
F,2L',R',2F'
F,2L',R',2R'
F,2L',R',2L'
F,2L',R',2B'
F,2L',R',2D'
F,2L',L',U
F,2L',L',F
F,2L',L',R
F,2L',L',L
F,2L',L',B
F,2L',L',D
F,2L',L',U'
F,2L',L',F'
F,2L',L',R'
F,2L',L',L'
F,2L',L',B'
F,2L',L',D'
F,2L',L',2U
F,2L',L',2F
F,2L',L',2R
F,2L',L',2L
F,2L',L',2B
F,2L',L',2D
F,2L',L',2U'
F,2L',L',2F'
F,2L',L',2R'
F,2L',L',2L'
F,2L',L',2B'
F,2L',L',2D'
F,2L',B',U
F,2L',B',F
F,2L',B',R
F,2L',B',L
F,2L',B',B
F,2L',B',D
F,2L',B',U'
F,2L',B',F'
F,2L',B',R'
F,2L',B',L'
F,2L',B',B'
F,2L',B',D'
F,2L',B',2U
F,2L',B',2F
F,2L',B',2R
F,2L',B',2L
F,2L',B',2B
F,2L',B',2D
F,2L',B',2U'
F,2L',B',2F'
F,2L',B',2R'
F,2L',B',2L'
F,2L',B',2B'
F,2L',B',2D'
F,2L',D',U
F,2L',D',F
F,2L',D',R
F,2L',D',L
F,2L',D',B
F,2L',D',D
F,2L',D',U'
F,2L',D',F'
F,2L',D',R'
F,2L',D',L'
F,2L',D',B'
F,2L',D',D'
F,2L',D',2U
F,2L',D',2F
F,2L',D',2R
F,2L',D',2L
F,2L',D',2B
F,2L',D',2D
F,2L',D',2U'
F,2L',D',2F'
F,2L',D',2R'
F,2L',D',2L'
F,2L',D',2B'
F,2L',D',2D'
F,2L',2U,U
F,2L',2U,F
F,2L',2U,R
F,2L',2U,L
F,2L',2U,B
F,2L',2U,D
F,2L',2U,U'
F,2L',2U,F'
F,2L',2U,R'
F,2L',2U,L'
F,2L',2U,B'
F,2L',2U,D'
F,2L',2U,2U
F,2L',2U,2F
F,2L',2U,2R
F,2L',2U,2L
F,2L',2U,2B
F,2L',2U,2D
F,2L',2U,2U'
F,2L',2U,2F'
F,2L',2U,2R'
F,2L',2U,2L'
F,2L',2U,2B'
F,2L',2U,2D'
F,2L',2F,U
F,2L',2F,F
F,2L',2F,R
F,2L',2F,L
F,2L',2F,B
F,2L',2F,D
F,2L',2F,U'
F,2L',2F,F'
F,2L',2F,R'
F,2L',2F,L'
F,2L',2F,B'
F,2L',2F,D'
F,2L',2F,2U
F,2L',2F,2F
F,2L',2F,2R
F,2L',2F,2L
F,2L',2F,2B
F,2L',2F,2D
F,2L',2F,2U'
F,2L',2F,2F'
F,2L',2F,2R'
F,2L',2F,2L'
F,2L',2F,2B'
F,2L',2F,2D'
F,2L',2R,U
F,2L',2R,F
F,2L',2R,R
F,2L',2R,L
F,2L',2R,B
F,2L',2R,D
F,2L',2R,U'
F,2L',2R,F'
F,2L',2R,R'
F,2L',2R,L'
F,2L',2R,B'
F,2L',2R,D'
F,2L',2R,2U
F,2L',2R,2F
F,2L',2R,2R
F,2L',2R,2L
F,2L',2R,2B
F,2L',2R,2D
F,2L',2R,2U'
F,2L',2R,2F'
F,2L',2R,2R'
F,2L',2R,2L'
F,2L',2R,2B'
F,2L',2R,2D'
F,2L',2L,U
F,2L',2L,F
F,2L',2L,R
F,2L',2L,L
F,2L',2L,B
F,2L',2L,D
F,2L',2L,U'
F,2L',2L,F'
F,2L',2L,R'
F,2L',2L,L'
F,2L',2L,B'
F,2L',2L,D'
F,2L',2L,2U
F,2L',2L,2F
F,2L',2L,2R
F,2L',2L,2L
F,2L',2L,2B
F,2L',2L,2D
F,2L',2L,2U'
F,2L',2L,2F'
F,2L',2L,2R'
F,2L',2L,2L'
F,2L',2L,2B'
F,2L',2L,2D'
F,2L',2B,U
F,2L',2B,F
F,2L',2B,R
F,2L',2B,L
F,2L',2B,B
F,2L',2B,D
F,2L',2B,U'
F,2L',2B,F'
F,2L',2B,R'
F,2L',2B,L'
F,2L',2B,B'
F,2L',2B,D'
F,2L',2B,2U
F,2L',2B,2F
F,2L',2B,2R
F,2L',2B,2L
F,2L',2B,2B
F,2L',2B,2D
F,2L',2B,2U'
F,2L',2B,2F'
F,2L',2B,2R'
F,2L',2B,2L'
F,2L',2B,2B'
F,2L',2B,2D'
F,2L',2D,U
F,2L',2D,F
F,2L',2D,R
F,2L',2D,L
F,2L',2D,B
F,2L',2D,D
F,2L',2D,U'
F,2L',2D,F'
F,2L',2D,R'
F,2L',2D,L'
F,2L',2D,B'
F,2L',2D,D'
F,2L',2D,2U
F,2L',2D,2F
F,2L',2D,2R
F,2L',2D,2L
F,2L',2D,2B
F,2L',2D,2D
F,2L',2D,2U'
F,2L',2D,2F'
F,2L',2D,2R'
F,2L',2D,2L'
F,2L',2D,2B'
F,2L',2D,2D'
F,2L',2U',U
F,2L',2U',F
F,2L',2U',R
F,2L',2U',L
F,2L',2U',B
F,2L',2U',D
F,2L',2U',U'
F,2L',2U',F'
F,2L',2U',R'
F,2L',2U',L'
F,2L',2U',B'
F,2L',2U',D'
F,2L',2U',2U
F,2L',2U',2F
F,2L',2U',2R
F,2L',2U',2L
F,2L',2U',2B
F,2L',2U',2D
F,2L',2U',2U'
F,2L',2U',2F'
F,2L',2U',2R'
F,2L',2U',2L'
F,2L',2U',2B'
F,2L',2U',2D'
F,2L',2F',U
F,2L',2F',F
F,2L',2F',R
F,2L',2F',L
F,2L',2F',B
F,2L',2F',D
F,2L',2F',U'
F,2L',2F',F'
F,2L',2F',R'
F,2L',2F',L'
F,2L',2F',B'
F,2L',2F',D'
F,2L',2F',2U
F,2L',2F',2F
F,2L',2F',2R
F,2L',2F',2L
F,2L',2F',2B
F,2L',2F',2D
F,2L',2F',2U'
F,2L',2F',2F'
F,2L',2F',2R'
F,2L',2F',2L'
F,2L',2F',2B'
F,2L',2F',2D'
F,2L',2R',U
F,2L',2R',F
F,2L',2R',R
F,2L',2R',L
F,2L',2R',B
F,2L',2R',D
F,2L',2R',U'
F,2L',2R',F'
F,2L',2R',R'
F,2L',2R',L'
F,2L',2R',B'
F,2L',2R',D'
F,2L',2R',2U
F,2L',2R',2F
F,2L',2R',2R
F,2L',2R',2L
F,2L',2R',2B
F,2L',2R',2D
F,2L',2R',2U'
F,2L',2R',2F'
F,2L',2R',2R'
F,2L',2R',2L'
F,2L',2R',2B'
F,2L',2R',2D'
F,2L',2L',U
F,2L',2L',F
F,2L',2L',R
F,2L',2L',L
F,2L',2L',B
F,2L',2L',D
F,2L',2L',U'
F,2L',2L',F'
F,2L',2L',R'
F,2L',2L',L'
F,2L',2L',B'
F,2L',2L',D'
F,2L',2L',2U
F,2L',2L',2F
F,2L',2L',2R
F,2L',2L',2L
F,2L',2L',2B
F,2L',2L',2D
F,2L',2L',2U'
F,2L',2L',2F'
F,2L',2L',2R'
F,2L',2L',2L'
F,2L',2L',2B'
F,2L',2L',2D'
F,2L',2B',U
F,2L',2B',F
F,2L',2B',R
F,2L',2B',L
F,2L',2B',B
F,2L',2B',D
F,2L',2B',U'
F,2L',2B',F'
F,2L',2B',R'
F,2L',2B',L'
F,2L',2B',B'
F,2L',2B',D'
F,2L',2B',2U
F,2L',2B',2F
F,2L',2B',2R
F,2L',2B',2L
F,2L',2B',2B
F,2L',2B',2D
F,2L',2B',2U'
F,2L',2B',2F'
F,2L',2B',2R'
F,2L',2B',2L'
F,2L',2B',2B'
F,2L',2B',2D'
F,2L',2D',U
F,2L',2D',F
F,2L',2D',R
F,2L',2D',L
F,2L',2D',B
F,2L',2D',D
F,2L',2D',U'
F,2L',2D',F'
F,2L',2D',R'
F,2L',2D',L'
F,2L',2D',B'
F,2L',2D',D'
F,2L',2D',2U
F,2L',2D',2F
F,2L',2D',2R
F,2L',2D',2L
F,2L',2D',2B
F,2L',2D',2D
F,2L',2D',2U'
F,2L',2D',2F'
F,2L',2D',2R'
F,2L',2D',2L'
F,2L',2D',2B'
F,2L',2D',2D'
F,2B',U,U
F,2B',U,F
F,2B',U,R
F,2B',U,L
F,2B',U,B
F,2B',U,D
F,2B',U,U'
F,2B',U,F'
F,2B',U,R'
F,2B',U,L'
F,2B',U,B'
F,2B',U,D'
F,2B',U,2U
F,2B',U,2F
F,2B',U,2R
F,2B',U,2L
F,2B',U,2B
F,2B',U,2D
F,2B',U,2U'
F,2B',U,2F'
F,2B',U,2R'
F,2B',U,2L'
F,2B',U,2B'
F,2B',U,2D'
F,2B',F,U
F,2B',F,F
F,2B',F,R
F,2B',F,L
F,2B',F,B
F,2B',F,D
F,2B',F,U'
F,2B',F,F'
F,2B',F,R'
F,2B',F,L'
F,2B',F,B'
F,2B',F,D'
F,2B',F,2U
F,2B',F,2F
F,2B',F,2R
F,2B',F,2L
F,2B',F,2B
F,2B',F,2D
F,2B',F,2U'
F,2B',F,2F'
F,2B',F,2R'
F,2B',F,2L'
F,2B',F,2B'
F,2B',F,2D'
F,2B',R,U
F,2B',R,F
F,2B',R,R
F,2B',R,L
F,2B',R,B
F,2B',R,D
F,2B',R,U'
F,2B',R,F'
F,2B',R,R'
F,2B',R,L'
F,2B',R,B'
F,2B',R,D'
F,2B',R,2U
F,2B',R,2F
F,2B',R,2R
F,2B',R,2L
F,2B',R,2B
F,2B',R,2D
F,2B',R,2U'
F,2B',R,2F'
F,2B',R,2R'
F,2B',R,2L'
F,2B',R,2B'
F,2B',R,2D'
F,2B',L,U
F,2B',L,F
F,2B',L,R
F,2B',L,L
F,2B',L,B
F,2B',L,D
F,2B',L,U'
F,2B',L,F'
F,2B',L,R'
F,2B',L,L'
F,2B',L,B'
F,2B',L,D'
F,2B',L,2U
F,2B',L,2F
F,2B',L,2R
F,2B',L,2L
F,2B',L,2B
F,2B',L,2D
F,2B',L,2U'
F,2B',L,2F'
F,2B',L,2R'
F,2B',L,2L'
F,2B',L,2B'
F,2B',L,2D'
F,2B',B,U
F,2B',B,F
F,2B',B,R
F,2B',B,L
F,2B',B,B
F,2B',B,D
F,2B',B,U'
F,2B',B,F'
F,2B',B,R'
F,2B',B,L'
F,2B',B,B'
F,2B',B,D'
F,2B',B,2U
F,2B',B,2F
F,2B',B,2R
F,2B',B,2L
F,2B',B,2B
F,2B',B,2D
F,2B',B,2U'
F,2B',B,2F'
F,2B',B,2R'
F,2B',B,2L'
F,2B',B,2B'
F,2B',B,2D'
F,2B',D,U
F,2B',D,F
F,2B',D,R
F,2B',D,L
F,2B',D,B
F,2B',D,D
F,2B',D,U'
F,2B',D,F'
F,2B',D,R'
F,2B',D,L'
F,2B',D,B'
F,2B',D,D'
F,2B',D,2U
F,2B',D,2F
F,2B',D,2R
F,2B',D,2L
F,2B',D,2B
F,2B',D,2D
F,2B',D,2U'
F,2B',D,2F'
F,2B',D,2R'
F,2B',D,2L'
F,2B',D,2B'
F,2B',D,2D'
F,2B',U',U
F,2B',U',F
F,2B',U',R
F,2B',U',L
F,2B',U',B
F,2B',U',D
F,2B',U',U'
F,2B',U',F'
F,2B',U',R'
F,2B',U',L'
F,2B',U',B'
F,2B',U',D'
F,2B',U',2U
F,2B',U',2F
F,2B',U',2R
F,2B',U',2L
F,2B',U',2B
F,2B',U',2D
F,2B',U',2U'
F,2B',U',2F'
F,2B',U',2R'
F,2B',U',2L'
F,2B',U',2B'
F,2B',U',2D'
F,2B',F',U
F,2B',F',F
F,2B',F',R
F,2B',F',L
F,2B',F',B
F,2B',F',D
F,2B',F',U'
F,2B',F',F'
F,2B',F',R'
F,2B',F',L'
F,2B',F',B'
F,2B',F',D'
F,2B',F',2U
F,2B',F',2F
F,2B',F',2R
F,2B',F',2L
F,2B',F',2B
F,2B',F',2D
F,2B',F',2U'
F,2B',F',2F'
F,2B',F',2R'
F,2B',F',2L'
F,2B',F',2B'
F,2B',F',2D'
F,2B',R',U
F,2B',R',F
F,2B',R',R
F,2B',R',L
F,2B',R',B
F,2B',R',D
F,2B',R',U'
F,2B',R',F'
F,2B',R',R'
F,2B',R',L'
F,2B',R',B'
F,2B',R',D'
F,2B',R',2U
F,2B',R',2F
F,2B',R',2R
F,2B',R',2L
F,2B',R',2B
F,2B',R',2D
F,2B',R',2U'
F,2B',R',2F'
F,2B',R',2R'
F,2B',R',2L'
F,2B',R',2B'
F,2B',R',2D'
F,2B',L',U
F,2B',L',F
F,2B',L',R
F,2B',L',L
F,2B',L',B
F,2B',L',D
F,2B',L',U'
F,2B',L',F'
F,2B',L',R'
F,2B',L',L'
F,2B',L',B'
F,2B',L',D'
F,2B',L',2U
F,2B',L',2F
F,2B',L',2R
F,2B',L',2L
F,2B',L',2B
F,2B',L',2D
F,2B',L',2U'
F,2B',L',2F'
F,2B',L',2R'
F,2B',L',2L'
F,2B',L',2B'
F,2B',L',2D'
F,2B',B',U
F,2B',B',F
F,2B',B',R
F,2B',B',L
F,2B',B',B
F,2B',B',D
F,2B',B',U'
F,2B',B',F'
F,2B',B',R'
F,2B',B',L'
F,2B',B',B'
F,2B',B',D'
F,2B',B',2U
F,2B',B',2F
F,2B',B',2R
F,2B',B',2L
F,2B',B',2B
F,2B',B',2D
F,2B',B',2U'
F,2B',B',2F'
F,2B',B',2R'
F,2B',B',2L'
F,2B',B',2B'
F,2B',B',2D'
F,2B',D',U
F,2B',D',F
F,2B',D',R
F,2B',D',L
F,2B',D',B
F,2B',D',D
F,2B',D',U'
F,2B',D',F'
F,2B',D',R'
F,2B',D',L'
F,2B',D',B'
F,2B',D',D'
F,2B',D',2U
F,2B',D',2F
F,2B',D',2R
F,2B',D',2L
F,2B',D',2B
F,2B',D',2D
F,2B',D',2U'
F,2B',D',2F'
F,2B',D',2R'
F,2B',D',2L'
F,2B',D',2B'
F,2B',D',2D'
F,2B',2U,U
F,2B',2U,F
F,2B',2U,R
F,2B',2U,L
F,2B',2U,B
F,2B',2U,D
F,2B',2U,U'
F,2B',2U,F'
F,2B',2U,R'
F,2B',2U,L'
F,2B',2U,B'
F,2B',2U,D'
F,2B',2U,2U
F,2B',2U,2F
F,2B',2U,2R
F,2B',2U,2L
F,2B',2U,2B
F,2B',2U,2D
F,2B',2U,2U'
F,2B',2U,2F'
F,2B',2U,2R'
F,2B',2U,2L'
F,2B',2U,2B'
F,2B',2U,2D'
F,2B',2F,U
F,2B',2F,F
F,2B',2F,R
F,2B',2F,L
F,2B',2F,B
F,2B',2F,D
F,2B',2F,U'
F,2B',2F,F'
F,2B',2F,R'
F,2B',2F,L'
F,2B',2F,B'
F,2B',2F,D'
F,2B',2F,2U
F,2B',2F,2F
F,2B',2F,2R
F,2B',2F,2L
F,2B',2F,2B
F,2B',2F,2D
F,2B',2F,2U'
F,2B',2F,2F'
F,2B',2F,2R'
F,2B',2F,2L'
F,2B',2F,2B'
F,2B',2F,2D'
F,2B',2R,U
F,2B',2R,F
F,2B',2R,R
F,2B',2R,L
F,2B',2R,B
F,2B',2R,D
F,2B',2R,U'
F,2B',2R,F'
F,2B',2R,R'
F,2B',2R,L'
F,2B',2R,B'
F,2B',2R,D'
F,2B',2R,2U
F,2B',2R,2F
F,2B',2R,2R
F,2B',2R,2L
F,2B',2R,2B
F,2B',2R,2D
F,2B',2R,2U'
F,2B',2R,2F'
F,2B',2R,2R'
F,2B',2R,2L'
F,2B',2R,2B'
F,2B',2R,2D'
F,2B',2L,U
F,2B',2L,F
F,2B',2L,R
F,2B',2L,L
F,2B',2L,B
F,2B',2L,D
F,2B',2L,U'
F,2B',2L,F'
F,2B',2L,R'
F,2B',2L,L'
F,2B',2L,B'
F,2B',2L,D'
F,2B',2L,2U
F,2B',2L,2F
F,2B',2L,2R
F,2B',2L,2L
F,2B',2L,2B
F,2B',2L,2D
F,2B',2L,2U'
F,2B',2L,2F'
F,2B',2L,2R'
F,2B',2L,2L'
F,2B',2L,2B'
F,2B',2L,2D'
F,2B',2B,U
F,2B',2B,F
F,2B',2B,R
F,2B',2B,L
F,2B',2B,B
F,2B',2B,D
F,2B',2B,U'
F,2B',2B,F'
F,2B',2B,R'
F,2B',2B,L'
F,2B',2B,B'
F,2B',2B,D'
F,2B',2B,2U
F,2B',2B,2F
F,2B',2B,2R
F,2B',2B,2L
F,2B',2B,2B
F,2B',2B,2D
F,2B',2B,2U'
F,2B',2B,2F'
F,2B',2B,2R'
F,2B',2B,2L'
F,2B',2B,2B'
F,2B',2B,2D'
F,2B',2D,U
F,2B',2D,F
F,2B',2D,R
F,2B',2D,L
F,2B',2D,B
F,2B',2D,D
F,2B',2D,U'
F,2B',2D,F'
F,2B',2D,R'
F,2B',2D,L'
F,2B',2D,B'
F,2B',2D,D'
F,2B',2D,2U
F,2B',2D,2F
F,2B',2D,2R
F,2B',2D,2L
F,2B',2D,2B
F,2B',2D,2D
F,2B',2D,2U'
F,2B',2D,2F'
F,2B',2D,2R'
F,2B',2D,2L'
F,2B',2D,2B'
F,2B',2D,2D'
F,2B',2U',U
F,2B',2U',F
F,2B',2U',R
F,2B',2U',L
F,2B',2U',B
F,2B',2U',D
F,2B',2U',U'
F,2B',2U',F'
F,2B',2U',R'
F,2B',2U',L'
F,2B',2U',B'
F,2B',2U',D'
F,2B',2U',2U
F,2B',2U',2F
F,2B',2U',2R
F,2B',2U',2L
F,2B',2U',2B
F,2B',2U',2D
F,2B',2U',2U'
F,2B',2U',2F'
F,2B',2U',2R'
F,2B',2U',2L'
F,2B',2U',2B'
F,2B',2U',2D'
F,2B',2F',U
F,2B',2F',F
F,2B',2F',R
F,2B',2F',L
F,2B',2F',B
F,2B',2F',D
F,2B',2F',U'
F,2B',2F',F'
F,2B',2F',R'
F,2B',2F',L'
F,2B',2F',B'
F,2B',2F',D'
F,2B',2F',2U
F,2B',2F',2F
F,2B',2F',2R
F,2B',2F',2L
F,2B',2F',2B
F,2B',2F',2D
F,2B',2F',2U'
F,2B',2F',2F'
F,2B',2F',2R'
F,2B',2F',2L'
F,2B',2F',2B'
F,2B',2F',2D'
F,2B',2R',U
F,2B',2R',F
F,2B',2R',R
F,2B',2R',L
F,2B',2R',B
F,2B',2R',D
F,2B',2R',U'
F,2B',2R',F'
F,2B',2R',R'
F,2B',2R',L'
F,2B',2R',B'
F,2B',2R',D'
F,2B',2R',2U
F,2B',2R',2F
F,2B',2R',2R
F,2B',2R',2L
F,2B',2R',2B
F,2B',2R',2D
F,2B',2R',2U'
F,2B',2R',2F'
F,2B',2R',2R'
F,2B',2R',2L'
F,2B',2R',2B'
F,2B',2R',2D'
F,2B',2L',U
F,2B',2L',F
F,2B',2L',R
F,2B',2L',L
F,2B',2L',B
F,2B',2L',D
F,2B',2L',U'
F,2B',2L',F'
F,2B',2L',R'
F,2B',2L',L'
F,2B',2L',B'
F,2B',2L',D'
F,2B',2L',2U
F,2B',2L',2F
F,2B',2L',2R
F,2B',2L',2L
F,2B',2L',2B
F,2B',2L',2D
F,2B',2L',2U'
F,2B',2L',2F'
F,2B',2L',2R'
F,2B',2L',2L'
F,2B',2L',2B'
F,2B',2L',2D'
F,2B',2B',U
F,2B',2B',F
F,2B',2B',R
F,2B',2B',L
F,2B',2B',B
F,2B',2B',D
F,2B',2B',U'
F,2B',2B',F'
F,2B',2B',R'
F,2B',2B',L'
F,2B',2B',B'
F,2B',2B',D'
F,2B',2B',2U
F,2B',2B',2F
F,2B',2B',2R
F,2B',2B',2L
F,2B',2B',2B
F,2B',2B',2D
F,2B',2B',2U'
F,2B',2B',2F'
F,2B',2B',2R'
F,2B',2B',2L'
F,2B',2B',2B'
F,2B',2B',2D'
F,2B',2D',U
F,2B',2D',F
F,2B',2D',R
F,2B',2D',L
F,2B',2D',B
F,2B',2D',D
F,2B',2D',U'
F,2B',2D',F'
F,2B',2D',R'
F,2B',2D',L'
F,2B',2D',B'
F,2B',2D',D'
F,2B',2D',2U
F,2B',2D',2F
F,2B',2D',2R
F,2B',2D',2L
F,2B',2D',2B
F,2B',2D',2D
F,2B',2D',2U'
F,2B',2D',2F'
F,2B',2D',2R'
F,2B',2D',2L'
F,2B',2D',2B'
F,2B',2D',2D'
F,2D',U,U
F,2D',U,F
F,2D',U,R
F,2D',U,L
F,2D',U,B
F,2D',U,D
F,2D',U,U'
F,2D',U,F'
F,2D',U,R'
F,2D',U,L'
F,2D',U,B'
F,2D',U,D'
F,2D',U,2U
F,2D',U,2F
F,2D',U,2R
F,2D',U,2L
F,2D',U,2B
F,2D',U,2D
F,2D',U,2U'
F,2D',U,2F'
F,2D',U,2R'
F,2D',U,2L'
F,2D',U,2B'
F,2D',U,2D'
F,2D',F,U
F,2D',F,F
F,2D',F,R
F,2D',F,L
F,2D',F,B
F,2D',F,D
F,2D',F,U'
F,2D',F,F'
F,2D',F,R'
F,2D',F,L'
F,2D',F,B'
F,2D',F,D'
F,2D',F,2U
